bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,lat,long,sqft_lot15,idade_imovel,foi_reformado,zip_baixa,zip_media,zip_alta,zip_muito_alta,price
3.0,1.75,1530.0,10300,1.0,0,0,4,7,0,47.7767,-122.356,9883,36,0,1,0,0,0,370000.0
3.0,1.75,2290.0,19160,1.0,0,0,3,8,900,47.7398,-122.041,44866,33,0,0,0,0,1,450000.0
5.0,1.5,2240.0,6337,1.0,0,0,3,8,960,47.7046,-122.316,6380,58,0,0,1,0,0,534950.0
4.0,2.5,3470.0,14271,2.0,0,0,3,9,0,47.5423,-121.877,9380,10,0,0,1,0,0,730000.0
4.0,2.5,3050.0,19160,1.0,0,0,4,8,1500,47.3626,-122.209,15390,31,0,0,0,0,0,465000.0
3.0,1.0,1100.0,5734,1.0,0,0,4,7,0,47.3632,-122.174,6050,59,0,0,0,0,0,178000.0
3.0,1.0,1610.0,7140,1.0,0,0,3,7,530,47.3943,-122.189,7600,39,0,0,0,0,0,215000.0
3.0,2.75,1910.0,15508,1.0,0,0,3,8,700,47.3128,-122.345,7989,31,0,0,0,0,0,300000.0
3.0,2.0,1510.0,7066,1.0,0,2,3,7,280,47.7053,-122.303,8089,41,0,0,1,0,0,430000.0
3.0,1.5,1280.0,4366,2.0,0,0,4,6,0,47.335,-122.215,4366,29,0,0,0,0,0,183000.0
3.0,2.5,1910.0,1501,2.5,0,0,3,8,380,47.6441,-122.385,1750,7,0,0,0,0,1,585000.0
3.0,1.0,1170.0,3330,2.0,0,0,4,6,0,47.3155,-122.182,3330,45,0,1,0,0,0,192950.0
2.0,1.0,1550.0,7713,1.0,0,0,3,7,0,47.7005,-122.358,6350,84,1,0,1,0,0,599000.0
3.0,1.0,1060.0,7920,1.0,0,0,4,7,0,47.5649,-122.358,7457,46,0,1,0,0,0,326500.0
2.0,1.0,1040.0,5765,1.0,0,0,3,7,0,47.7024,-122.346,3844,70,0,1,0,0,0,358803.0
3.0,2.5,1550.0,12920,2.0,0,0,5,7,0,47.6973,-122.194,10800,15,0,0,0,0,1,537000.0
3.0,2.5,2490.0,19160,1.0,1,4,4,9,910,47.488,-122.364,24121,53,0,0,0,0,0,1155000.0
2.0,1.0,920.0,5889,1.0,0,0,4,6,0,47.3012,-122.218,6180,65,0,0,0,0,0,156000.0
3.0,1.0,1250.0,8276,1.5,0,0,5,6,0,47.2092,-121.997,8792,76,0,0,0,0,0,219000.0
3.0,1.5,2540.0,2700,2.0,0,0,4,8,910,47.637,-122.361,5400,93,0,0,0,0,1,1190000.0
5.0,1.75,2190.0,16788,1.0,0,2,3,8,810,47.3764,-122.176,8366,37,0,0,0,0,0,248000.0
3.0,1.75,1340.0,19160,1.0,0,0,4,7,0,47.2931,-121.992,232230,28,0,1,0,0,0,340000.0
5.0,2.5,2410.0,15300,1.0,0,0,4,8,1010,47.5416,-122.231,15300,40,0,0,0,0,1,899100.0
3.0,1.75,1830.0,10954,1.0,0,0,3,7,0,47.7554,-122.306,8624,51,0,1,0,0,0,346950.0
3.0,1.0,1850.0,5775,2.0,0,0,3,6,110,47.5446,-122.296,3578,86,0,1,0,0,0,330000.0
3.0,1.0,1410.0,8250,1.0,0,0,3,7,0,47.7621,-122.36,8250,60,0,0,0,1,0,325000.0
3.0,1.75,1460.0,7884,1.0,0,0,3,8,0,47.4457,-122.128,7210,39,0,1,0,0,0,315000.0
3.0,2.5,1500.0,1375,2.0,0,0,3,9,300,47.6451,-122.375,1627,0,0,0,0,0,1,649950.0
3.0,1.0,1130.0,7200,1.5,0,0,4,6,0,47.7298,-122.355,1358,72,0,1,0,0,0,316000.0
2.0,2.5,1620.0,3196,2.0,0,0,3,8,0,47.5167,-121.878,2828,6,0,0,1,0,0,386000.0
2.0,1.75,2330.0,7280,1.0,0,0,3,7,880,47.4282,-122.28,12178,33,0,0,0,0,0,535000.0
3.0,3.0,1520.0,1800,3.0,0,0,3,7,0,47.6822,-122.326,1500,12,0,0,0,1,0,600000.0
4.0,2.5,2840.0,8746,2.0,0,0,3,8,0,47.19,-122.013,9900,13,0,0,0,0,0,339000.0
3.0,2.0,1520.0,7456,1.0,0,0,3,7,0,47.4745,-122.343,8464,65,0,1,0,0,0,167000.0
3.0,1.0,1740.0,4800,1.0,0,0,3,8,0,47.5596,-122.27,4800,62,0,1,0,0,0,430000.0
4.0,3.625,4000.0,9309,2.0,0,0,3,9,0,47.5421,-121.888,8048,7,0,0,1,0,0,688000.0
3.0,2.25,2780.0,6000,1.0,0,3,4,9,1110,47.6442,-122.406,6000,66,0,0,0,0,1,834500.0
4.0,3.625,3500.0,8750,1.0,0,4,5,9,1360,47.7222,-122.367,8750,63,0,0,0,1,0,1075000.0
3.0,1.0,1060.0,19160,1.0,0,0,3,7,0,47.36,-122.178,5971,54,0,0,0,0,0,250000.0
3.0,1.0,1290.0,4000,1.5,0,0,3,7,0,47.5462,-122.277,5040,89,0,1,0,0,0,402500.0
3.0,2.5,2390.0,6435,1.0,0,0,3,8,790,47.726,-122.194,7300,36,0,0,1,0,0,432500.0
5.0,1.75,2460.0,14100,1.0,0,0,3,7,1080,47.7452,-122.224,11078,42,0,0,1,0,0,485000.0
4.0,2.75,2930.0,19160,1.0,0,3,4,9,1350,47.3227,-122.384,9758,36,0,0,0,0,0,560000.0
4.0,2.25,2200.0,8292,2.0,0,0,3,7,0,47.7456,-122.315,8290,24,0,1,0,0,0,410000.0
3.0,2.5,1870.0,7344,1.0,0,0,3,8,400,47.7265,-122.206,7344,34,0,0,1,0,0,455000.0
4.0,2.5,2060.0,8968,1.0,0,0,4,7,870,47.7686,-122.317,8972,39,0,1,0,0,0,459500.0
4.0,1.75,1610.0,11305,1.0,0,0,3,7,0,47.727,-122.176,11850,46,0,0,1,0,0,371000.0
3.0,2.25,2120.0,3400,2.0,0,0,3,7,0,47.3364,-122.17,3400,13,0,1,0,0,0,289500.0
3.0,3.5,1450.0,1263,2.0,0,0,3,8,290,47.6508,-122.383,1282,7,0,0,0,0,1,395000.0
2.0,1.0,1980.0,5000,1.0,0,0,4,7,890,47.586,-122.295,5000,91,0,0,1,0,0,496752.0
2.0,1.0,860.0,6800,1.0,0,0,3,6,0,47.7274,-122.337,6800,71,0,1,0,0,0,227000.0
3.0,1.75,1460.0,9261,1.0,0,0,3,7,0,47.5155,-122.189,8800,29,0,1,0,0,0,330000.0
5.0,2.0,2590.0,8610,1.0,0,0,4,7,1250,47.6112,-122.126,8610,57,0,0,0,1,0,480000.0
2.0,1.0,1120.0,19160,1.0,0,0,3,6,0,47.7378,-121.912,217800,38,0,0,1,0,0,290000.0
3.0,1.0,1340.0,19160,1.5,0,0,4,5,0,47.4023,-122.273,37703,69,0,0,0,0,0,281000.0
4.0,1.5,1780.0,3120,1.5,0,3,3,8,0,47.5589,-122.264,3600,89,0,1,0,0,0,705000.0
4.0,2.5,2920.0,4000,1.5,0,0,5,8,1010,47.6578,-122.28,4000,105,0,0,0,0,1,1400000.0
4.0,3.25,2820.0,6611,1.0,0,0,3,7,1410,47.7473,-122.285,6611,56,0,1,0,0,0,485000.0
3.0,2.25,1550.0,1919,3.0,0,0,3,8,0,47.6729,-122.379,2918,12,0,0,1,0,0,622000.0
3.0,2.25,1600.0,19160,1.0,0,3,4,8,0,47.1991,-122.013,39848,56,0,0,0,0,0,380000.0
4.0,2.75,3190.0,19160,2.0,0,4,4,10,0,47.6991,-122.235,13496,32,0,0,1,0,0,2125000.0
3.0,1.75,1960.0,6380,1.0,0,0,4,7,980,47.6975,-122.316,6380,75,0,0,0,1,0,561500.0
3.0,1.0,970.0,9600,1.0,0,0,3,7,0,47.4451,-121.768,9600,42,0,0,1,0,0,242000.0
3.0,1.5,1360.0,10726,1.0,0,0,4,7,0,47.4948,-122.134,10726,48,0,0,1,0,0,348500.0
3.0,1.5,1360.0,10726,1.0,0,0,4,7,0,47.4948,-122.134,10726,49,0,0,1,0,0,370000.0
5.5,3.625,3810.0,6663,2.0,0,0,4,8,0,47.6938,-122.34,4561,38,0,0,0,1,0,752000.0
3.0,1.75,1340.0,8250,1.0,0,0,3,7,240,47.3668,-122.09,7860,29,0,0,0,0,0,230000.0
3.0,2.25,1990.0,4977,3.0,0,0,3,9,0,47.5404,-122.268,5000,3,0,1,0,0,0,715000.0
3.0,1.75,1120.0,10187,1.0,0,0,3,7,0,47.3694,-122.311,8736,47,0,0,0,0,0,240415.0
4.0,1.75,2060.0,4080,1.5,0,0,3,7,600,47.6698,-122.325,4080,92,1,0,0,0,1,562000.0
3.0,1.5,1170.0,4080,1.0,0,0,5,6,0,47.5338,-122.381,4242,97,0,1,0,0,0,360000.0
3.0,2.5,1610.0,1246,2.0,0,1,3,9,530,47.6423,-122.375,1249,0,0,0,0,0,1,659950.0
3.0,2.0,1890.0,1599,2.0,0,0,3,9,460,47.5438,-122.385,1562,2,0,0,1,0,0,458500.0
2.0,2.0,1070.0,649,2.0,0,0,3,9,350,47.5213,-122.357,928,7,0,1,0,0,0,259950.0
3.0,1.75,1680.0,6108,1.0,0,0,3,8,0,47.4501,-122.208,5664,25,0,0,0,0,0,366000.0
4.0,2.75,2890.0,7821,2.0,0,0,3,9,0,47.554,-122.189,10108,1,0,0,0,0,1,978000.0
2.0,1.0,1360.0,6120,1.0,0,0,3,7,300,47.6841,-122.291,5100,68,0,0,0,1,0,525000.0
3.0,1.5,1660.0,4800,2.0,0,0,3,8,0,47.6352,-122.358,4000,107,0,0,0,0,1,926300.0
2.0,1.0,1620.0,6120,1.0,0,0,3,7,0,47.6731,-122.326,4590,64,0,0,0,1,0,750000.0
2.0,1.0,960.0,6263,1.0,0,1,4,6,0,47.6646,-122.202,6054,72,0,0,0,0,1,660000.0
4.0,1.75,1000.0,7200,1.5,0,0,4,6,0,47.742,-122.324,7200,67,0,1,0,0,0,305000.0
2.0,2.5,2395.0,6143,1.0,0,0,3,8,0,47.7114,-122.029,6162,12,0,0,0,1,0,800000.0
4.0,1.75,3050.0,9440,1.0,0,0,3,8,1250,47.7228,-122.183,8660,49,0,0,1,0,0,600000.0
2.0,1.0,1120.0,19160,1.5,0,0,4,6,0,47.3205,-121.867,136662,42,0,1,0,0,0,435000.0
4.0,3.25,2960.0,4296,2.0,0,0,3,9,770,47.6526,-122.372,6000,8,0,0,0,0,1,1135000.0
3.0,2.25,1250.0,1017,3.0,0,0,3,8,0,47.7099,-122.333,1017,6,0,1,0,0,0,318000.0
4.0,2.0,1940.0,5000,1.0,0,0,4,7,960,47.6719,-122.369,5000,104,0,0,1,0,0,639000.0
3.0,2.5,1750.0,3900,2.0,0,0,3,8,0,47.6638,-122.129,5700,38,0,0,0,1,0,453000.0
4.0,1.75,2150.0,9148,1.0,0,0,4,7,0,47.5828,-122.197,9148,59,0,0,0,0,1,800000.0
2.0,1.75,1500.0,6800,1.0,0,0,4,7,590,47.7004,-122.371,6800,72,0,0,1,0,0,437000.0
3.0,2.75,3230.0,19160,2.0,1,4,3,7,0,47.3344,-122.37,72229,89,1,0,0,0,0,1150000.0
4.0,2.5,3000.0,8645,2.0,0,0,3,8,0,47.7315,-122.224,8866,29,0,0,1,0,0,490000.0
4.0,1.75,1520.0,7700,1.0,0,0,4,7,0,47.7356,-122.191,7500,47,0,0,1,0,0,499950.0
3.0,1.5,1190.0,10116,1.0,0,0,3,7,0,47.385,-122.085,9905,46,0,0,0,0,0,160134.0
3.0,1.0,990.0,8255,1.0,0,0,3,7,0,47.425,-122.331,9750,61,0,0,0,0,0,191000.0
3.0,1.0,1250.0,7280,1.0,0,0,3,7,0,47.3414,-122.286,7350,50,0,0,0,0,0,221000.0
4.0,2.0,2080.0,6360,1.0,0,0,3,7,750,47.5392,-122.278,6741,54,0,1,0,0,0,352800.0
3.0,2.5,1640.0,10424,2.0,0,0,3,7,0,47.7345,-121.977,10101,27,0,0,1,0,0,350000.0
4.0,1.5,1550.0,3000,1.5,0,0,3,7,200,47.6604,-122.324,5535,96,0,0,0,0,1,458000.0
3.0,1.0,1290.0,19160,1.0,0,0,4,7,0,47.3356,-122.157,98881,54,0,1,0,0,0,359950.0
3.0,3.0,3250.0,5093,2.0,0,3,3,10,0,47.5123,-122.39,7752,11,0,0,0,0,0,1050000.0
3.0,1.75,1260.0,11775,1.0,0,0,5,6,0,47.5501,-122.296,5480,72,0,1,0,0,0,353000.0
3.0,3.5,2840.0,4468,3.0,0,0,3,10,0,47.7069,-122.117,5400,8,0,0,0,1,0,717550.0
3.0,2.25,1960.0,6500,2.0,0,0,4,8,0,47.6642,-122.129,6160,37,0,0,0,1,0,450000.0
3.0,1.0,760.0,3090,1.0,0,0,2,5,0,47.5513,-122.275,5356,111,0,1,0,0,0,167500.0
3.0,1.75,2240.0,19160,2.0,0,0,5,8,0,47.4638,-122.484,202554,38,0,0,1,0,0,550000.0
4.0,2.25,2240.0,9684,2.0,0,0,4,9,0,47.5489,-122.225,9618,45,0,0,0,0,1,939000.0
3.0,1.75,1820.0,15570,1.0,0,2,3,8,0,47.5068,-122.386,9480,67,0,0,0,0,0,700000.0
4.0,3.5,3370.0,19160,2.0,0,3,3,9,0,47.4398,-121.738,114868,9,0,0,1,0,0,480000.0
3.0,1.0,1160.0,4360,1.0,0,0,4,8,0,47.6718,-122.291,4360,85,0,0,0,0,1,501000.0
3.0,2.25,1640.0,8625,1.0,0,0,3,8,320,47.6772,-122.153,9476,28,0,0,0,1,0,580000.0
1.5,0.75,820.0,19160,1.0,0,0,3,5,0,47.5316,-121.764,14163,15,0,0,1,0,0,527550.0
4.0,2.5,2800.0,4687,2.0,0,0,3,9,0,47.3594,-122.04,4750,9,0,1,0,0,0,399000.0
3.0,1.75,1780.0,5000,1.5,0,0,3,6,700,47.5105,-122.36,5000,58,0,0,0,0,0,240000.0
4.0,2.75,2200.0,19160,1.0,0,0,3,7,790,47.3224,-122.122,58806,26,0,1,0,0,0,353000.0
4.0,2.0,1480.0,3132,1.0,0,0,5,6,740,47.55,-122.312,6420,104,0,1,0,0,0,335000.0
3.0,3.0,2010.0,2554,2.0,0,0,3,7,150,47.5525,-122.269,5100,14,0,1,0,0,0,475000.0
3.0,2.0,2880.0,5100,1.5,0,0,4,7,800,47.6805,-122.385,5100,88,0,0,1,0,0,660000.0
3.0,1.0,940.0,1948,1.0,0,0,5,6,0,47.6733,-122.383,5000,114,0,0,1,0,0,551000.0
4.0,1.75,1620.0,10530,1.0,0,0,3,7,0,47.3808,-122.211,9975,47,0,0,0,0,0,249950.0
4.0,3.25,4234.5,19160,2.0,0,0,3,11,0,47.5927,-122.064,9791,26,0,0,0,0,1,1150000.0
3.0,1.75,1530.0,6743,1.0,0,0,3,7,120,47.5745,-122.396,6000,59,0,0,0,1,0,575000.0
4.0,2.75,3460.0,11350,1.0,0,4,4,9,1680,47.568,-122.153,13874,40,0,0,0,0,1,1088890.0
4.0,2.5,2890.0,7306,2.0,0,0,3,7,0,47.5447,-121.883,6687,8,0,0,1,0,0,515000.0
3.0,1.5,1980.0,11214,1.0,0,0,3,7,0,47.4696,-122.298,9072,55,0,0,0,0,0,235000.0
3.0,1.0,1980.0,3243,1.5,0,0,3,8,0,47.6429,-122.327,1249,102,0,0,0,0,1,796000.0
2.0,1.5,1450.0,2550,1.0,0,0,3,7,630,47.6911,-122.348,5100,31,0,0,0,1,0,450000.0
4.0,3.0,4234.5,18834,1.0,0,4,5,11,2100,47.5811,-122.4,8858,43,0,0,0,1,0,2050000.0
4.0,2.5,1810.0,6509,2.0,0,0,3,7,0,47.3531,-122.143,7417,20,0,0,0,0,0,270000.0
3.0,3.0,2490.0,19160,2.0,1,4,3,10,0,47.5596,-122.403,12119,15,0,0,0,1,0,1705000.0
3.0,1.0,1610.0,4108,1.5,0,0,5,7,0,47.5704,-122.376,4467,87,0,1,0,0,0,565000.0
1.5,2.5,1820.0,3008,2.0,0,0,3,7,730,47.6529,-122.339,3420,104,1,0,0,1,0,680000.0
5.0,3.625,4234.5,19160,2.0,0,0,3,13,3000,47.6289,-122.233,24345,13,0,0,0,0,1,5570000.0
4.0,2.5,3520.0,19160,2.0,0,0,4,10,0,47.7437,-122.035,35991,22,0,0,0,0,1,864500.0
4.0,2.25,3740.0,18000,1.0,0,0,4,9,1870,47.7027,-122.378,10902,63,0,0,0,1,0,1150000.0
3.0,2.25,2150.0,19160,2.0,0,0,3,7,0,47.4605,-122.277,10800,23,0,0,0,0,0,335000.0
4.0,3.25,3526.0,15958,2.0,0,0,3,10,0,47.567,-122.033,15090,18,0,0,0,0,1,911000.0
2.0,1.0,1070.0,6625,1.0,0,0,3,7,240,47.5736,-122.393,6625,64,0,0,0,1,0,425000.0
3.0,1.0,1410.0,19160,1.0,0,0,3,7,0,47.4303,-122.067,81021,65,1,1,0,0,0,299950.0
4.0,2.5,3190.0,19160,2.0,0,0,3,10,0,47.6216,-122.015,49658,15,0,0,0,0,1,864000.0
2.0,1.0,1270.0,6000,1.0,0,0,3,7,0,47.6482,-122.393,6000,76,0,0,0,0,1,425000.0
4.0,1.5,1970.0,14490,1.5,0,0,4,7,0,47.4612,-122.069,14880,51,0,0,1,0,0,374950.0
3.0,2.25,1640.0,7630,1.0,0,0,4,8,460,47.3739,-122.29,7630,46,0,0,0,0,0,247000.0
3.0,1.0,1600.0,7161,1.0,0,0,3,8,0,47.5507,-122.261,8280,61,0,1,0,0,0,475000.0
3.0,2.5,3020.0,5868,2.0,0,0,3,7,0,47.3361,-122.175,5470,11,0,1,0,0,0,275000.0
2.0,1.0,1350.0,19160,1.0,0,0,3,6,0,47.7617,-122.061,104108,67,0,0,0,0,1,355000.0
4.0,1.75,1870.0,19160,1.0,0,0,3,7,800,47.3775,-122.165,10185,56,0,0,0,0,0,285000.0
3.0,2.75,2730.0,19160,1.5,1,4,3,9,790,47.4857,-122.361,28188,51,1,0,0,0,0,1338750.0
2.0,1.0,1100.0,17817,1.0,0,0,3,7,480,47.7728,-121.9,20009,34,0,0,1,0,0,325000.0
5.0,3.5,4234.5,19160,2.0,0,0,4,11,0,47.644,-122.185,44584,18,0,0,0,0,1,1670000.0
3.0,2.5,2700.0,9994,1.0,0,3,4,7,1350,47.397,-122.321,10664,55,0,0,0,0,0,402000.0
3.0,3.0,3700.0,16857,1.0,0,0,3,10,1530,47.6956,-122.392,12000,14,0,0,1,0,0,1100000.0
4.0,1.75,2190.0,9225,1.0,0,0,4,7,940,47.7396,-122.256,9225,55,0,0,1,0,0,375000.0
5.0,2.75,2840.0,12253,1.0,0,0,3,7,1420,47.7618,-122.253,11620,54,0,0,1,0,0,396000.0
4.0,2.75,2610.0,9077,1.0,0,0,4,8,1300,47.4612,-122.147,10500,27,0,1,0,0,0,320000.0
3.0,2.5,2630.0,5827,2.0,0,0,3,8,0,47.688,-122.038,4715,13,0,0,0,1,0,610000.0
3.0,1.5,1090.0,7698,1.0,0,0,5,7,0,47.4553,-122.174,7624,48,0,1,0,0,0,249950.0
4.0,3.5,3090.0,19160,2.0,0,0,3,9,0,47.3087,-122.088,50543,16,0,1,0,0,0,675000.0
2.0,2.0,1670.0,7772,1.0,0,0,4,6,810,47.5461,-122.377,7770,96,0,1,0,0,0,448000.0
3.0,1.0,1300.0,3600,2.0,0,0,3,7,0,47.6345,-122.366,4800,115,0,0,0,0,1,819000.0
3.0,2.5,3670.0,18505,1.0,0,4,3,10,1140,47.7588,-122.376,20000,31,0,0,0,1,0,1250000.0
4.0,2.5,1700.0,6031,2.0,0,0,3,8,0,47.3582,-122.191,6035,20,0,0,0,0,0,225000.0
2.0,3.0,2560.0,19160,1.0,0,0,3,8,0,47.6955,-121.861,40946,10,0,0,1,0,0,790000.0
4.0,2.5,2770.0,6000,2.0,0,0,3,8,370,47.5536,-122.383,6000,22,0,0,1,0,0,685000.0
3.0,3.25,3240.0,8338,2.0,0,0,3,9,0,47.6321,-122.064,8405,13,0,0,0,0,1,812000.0
2.0,2.5,2300.0,6400,1.0,0,0,3,8,0,47.7196,-122.02,6400,7,0,0,0,1,0,705000.0
4.0,3.0,2483.0,6870,2.0,0,0,3,8,0,47.3627,-122.199,6434,10,0,0,0,0,0,360000.0
1.5,1.5,760.0,779,3.0,0,0,3,8,0,47.6715,-122.382,1189,9,0,0,1,0,0,344000.0
4.0,1.5,2040.0,6900,2.0,0,0,3,9,0,47.6188,-122.285,8220,111,0,0,0,0,1,825000.0
3.0,1.0,1200.0,6120,1.0,0,0,4,7,250,47.6929,-122.287,6120,70,0,0,0,1,0,476500.0
2.0,1.0,960.0,5096,1.0,0,0,5,7,0,47.5314,-122.378,4488,65,0,1,0,0,0,379500.0
3.0,1.75,2410.0,19160,1.0,0,0,3,8,0,47.7651,-122.166,16980,34,1,0,1,0,0,620000.0
3.0,3.25,2260.0,7701,2.0,0,0,3,8,500,47.5053,-122.377,7529,14,0,0,0,0,0,477590.0
3.0,1.0,1910.0,8190,1.0,0,0,4,7,900,47.697,-122.365,5042,68,0,0,1,0,0,490000.0
3.0,1.5,1500.0,5000,1.5,0,0,4,7,360,47.679,-122.373,5000,87,0,0,1,0,0,470000.0
3.0,2.25,1360.0,1236,2.0,0,0,3,8,220,47.6198,-122.299,1231,8,0,0,0,0,1,500000.0
3.0,1.0,1320.0,7341,1.0,0,0,3,7,0,47.7367,-122.295,7573,32,0,1,0,0,0,370000.0
2.0,1.5,1940.0,4400,1.0,0,0,3,7,970,47.6371,-122.279,3080,92,0,0,0,0,1,790000.0
4.0,2.5,2650.0,18295,2.0,0,0,3,8,0,47.6075,-122.154,19856,28,0,0,0,0,1,725000.0
4.0,2.75,3040.0,2800,2.0,0,0,3,9,940,47.6245,-122.327,2178,108,1,0,0,0,1,840000.0
3.0,1.0,1240.0,11108,1.0,0,0,4,7,0,47.4465,-122.354,16533,62,0,1,0,0,0,390000.0
3.0,2.25,2210.0,11585,1.0,0,0,4,7,700,47.7574,-122.279,14092,56,0,1,0,0,0,507000.0
3.0,1.75,1540.0,6273,1.0,0,0,4,6,770,47.5305,-122.277,5512,63,0,1,0,0,0,263500.0
3.0,2.5,1320.0,1683,2.0,0,0,3,8,50,47.5357,-122.365,2206,10,0,1,0,0,0,369000.0
3.0,2.5,3040.0,5326,2.0,0,0,3,9,0,47.4472,-122.207,5442,6,0,0,0,0,0,500000.0
2.0,1.0,910.0,4301,1.0,0,0,4,7,0,47.6814,-122.399,4301,92,0,0,1,0,0,570000.0
4.0,3.0,2040.0,7145,1.0,0,0,3,8,550,47.3275,-122.171,7145,21,0,1,0,0,0,284000.0
2.0,1.0,980.0,4108,1.0,0,0,3,7,0,47.687,-122.381,4046,67,0,0,1,0,0,415000.0
3.0,1.0,980.0,3090,1.5,0,0,3,6,0,47.5525,-122.277,3090,111,0,1,0,0,0,197500.0
4.0,3.625,4234.5,9492,2.0,0,1,3,9,1000,47.7211,-122.283,9900,52,1,0,1,0,0,925000.0
3.0,2.0,1570.0,6300,1.0,0,0,3,7,750,47.5565,-122.275,4281,61,1,1,0,0,0,468000.0
3.0,1.0,1600.0,5001,1.5,0,0,5,6,520,47.7232,-122.289,5001,84,0,0,1,0,0,355000.0
4.0,1.75,1830.0,6000,1.0,0,0,4,7,900,47.6536,-122.41,6000,75,0,0,0,0,1,639000.0
3.0,2.5,2820.0,14250,2.0,0,0,3,11,0,47.6396,-122.054,12600,24,0,0,0,0,1,720000.0
3.0,1.75,1800.0,6000,1.0,0,0,5,6,900,47.7505,-122.317,6628,64,0,1,0,0,0,381000.0
3.0,3.625,4234.5,19160,2.0,0,0,5,11,0,47.7167,-122.109,35425,31,0,0,0,1,0,1050000.0
3.0,3.0,2980.0,3730,2.0,0,0,3,9,0,47.5533,-121.995,3640,9,0,0,0,1,0,670000.0
3.0,1.0,1690.0,6658,1.0,0,0,3,7,0,47.7099,-122.35,5925,72,1,1,0,0,0,400000.0
4.0,3.5,4040.0,19160,2.0,0,0,3,11,0,47.7196,-122.048,40899,27,0,0,0,0,1,910000.0
3.0,1.0,1250.0,9427,1.0,0,0,3,6,0,47.7254,-122.175,8250,84,0,0,1,0,0,294000.0
3.0,1.75,1500.0,10230,1.0,0,0,2,7,0,47.4349,-122.168,8374,47,0,1,0,0,0,315001.0
3.0,2.0,1630.0,10723,1.0,0,0,5,7,0,47.4898,-122.133,10723,55,0,0,1,0,0,360000.0
3.0,2.0,1410.0,2700,2.0,0,0,4,7,0,47.6029,-122.302,4000,112,0,0,0,1,0,520000.0
3.0,1.0,1140.0,4560,1.0,0,0,4,6,370,47.6889,-122.362,3980,70,0,0,1,0,0,474000.0
4.0,2.5,3280.0,5876,2.0,0,0,3,7,0,47.6802,-122.034,5000,11,0,0,0,1,0,702000.0
4.0,3.5,3490.0,19160,2.0,0,0,3,9,0,47.4028,-122.002,55657,13,0,1,0,0,0,728000.0
4.0,2.5,2020.0,7277,2.0,0,0,3,8,0,47.4318,-122.19,7284,22,0,0,0,0,0,308000.0
5.0,3.625,4234.5,4443,3.0,1,4,3,10,0,47.5682,-122.059,4443,10,0,0,0,0,1,2000000.0
3.0,2.5,2270.0,7917,2.0,0,0,3,8,0,47.2643,-122.22,7917,28,0,1,0,0,0,340000.0
2.0,1.75,1310.0,10200,1.0,0,0,4,6,0,47.5231,-121.82,7200,68,0,0,1,0,0,306500.0
3.0,2.0,1420.0,3600,1.5,0,0,4,7,0,47.6367,-122.364,3600,111,0,0,0,0,1,716000.0
4.0,3.0,2980.0,19160,2.0,0,0,2,10,340,47.7154,-122.161,7332,33,0,0,1,0,0,950000.0
5.0,3.0,4180.0,8561,2.0,0,0,3,7,0,47.6833,-122.04,6591,11,0,0,0,1,0,673200.0
4.0,2.25,1950.0,6000,1.0,0,0,3,7,600,47.6909,-122.301,6000,54,0,0,0,1,0,564500.0
4.0,1.75,1790.0,11801,1.0,0,0,4,8,0,47.5172,-122.17,12988,41,0,1,0,0,0,393000.0
5.0,1.75,1400.0,5071,1.0,0,0,3,5,0,47.6499,-121.908,7500,99,0,0,1,0,0,425000.0
3.0,1.0,1320.0,19160,1.0,0,0,3,7,0,47.4771,-122.322,21214,35,0,0,0,0,0,150000.0
4.0,2.25,1620.0,19160,1.0,0,0,3,8,420,47.3394,-122.091,38400,35,0,0,0,0,0,327000.0
4.0,2.5,3120.0,7448,2.0,0,0,3,9,0,47.3645,-122.126,8102,17,0,0,0,0,0,444900.0
4.0,2.5,2100.0,14773,2.0,0,0,3,8,0,47.3045,-122.391,15440,16,0,0,0,0,0,305000.0
3.0,3.25,1370.0,1194,3.0,0,0,3,8,0,47.6718,-122.388,2678,10,0,0,1,0,0,469000.0
3.0,1.75,1520.0,7875,1.0,0,0,5,8,0,47.5569,-122.176,9428,45,0,0,0,0,1,525000.0
3.0,2.5,2410.0,17424,1.0,0,0,3,7,780,47.3741,-122.218,11761,37,0,0,0,0,0,330000.0
4.0,1.0,1260.0,4080,1.0,0,0,4,7,0,47.6644,-122.324,4080,103,0,0,0,0,1,618000.0
4.0,2.5,2830.0,7350,1.0,0,0,3,8,1140,47.3088,-122.341,7768,32,0,0,0,0,0,295500.0
3.0,2.0,2064.0,19160,2.0,0,0,5,7,0,47.4469,-122.455,21780,111,0,0,1,0,0,567035.0
4.0,2.25,2640.0,19160,1.0,0,0,3,8,870,47.4688,-122.009,35580,37,0,0,0,1,0,518000.0
2.0,1.0,1020.0,9200,1.0,0,0,3,7,0,47.4461,-121.769,9600,37,0,0,1,0,0,303000.0
4.0,2.5,2200.0,8065,2.0,0,0,3,7,0,47.4042,-122.213,8535,16,0,0,0,0,0,300000.0
3.0,1.5,1420.0,7520,1.0,0,0,4,7,0,47.601,-122.134,7520,58,0,0,0,1,0,413107.0
3.0,1.0,1350.0,3090,1.5,0,0,5,6,0,47.682,-122.348,3090,100,0,0,0,1,0,400000.0
